source,headline,headline_processed,headline_length,unique_words,buzzword_frequency,word_length,word_length_processed,upper_words,sensational
Associated Press,Dogs coming down with unusual respiratory illness...,dog come unusu respiratori ill,7,1.0,0.0,6.571428571428571,5.2,0.0,0
Associated Press,Australia says its navy divers injured by Chinese 'unsafe' use of sonar...,australia say navi diver injur chines unsaf use sonar,12,1.0,0.08333333333333333,5.25,5.0,0.0,0
Associated Press,"Taylor Swift fan dies at Rio concert as fans complain about high temps, lack of water...",taylor swift fan dy rio concert fan complain high temp lack water,16,0.9166666666666666,0.0,4.5625,4.5,0.0,0
Associated Press,Milei echoes Trump with fraud claims that inject uncertainty into Argentina's presidential runoff...,milei echo trump fraud claim inject uncertainti argentina presidenti runoff,13,1.0,0.0,6.769230769230769,6.6,0.0,0
Associated Press,Shooter kills 1 before being fatally shot by trooper at New Hampshire psychiatric hospital,shooter kill fatal shot trooper new hampshir psychiatr hospit,14,1.0,0.07142857142857142,5.5,5.888888888888889,0.0,0
Associated Press,"Salmonella in cantaloupes sickens dozens in 15 states, U.S. health officials say",salmonella cantaloup sicken dozen state u health offici say,12,1.0,0.08333333333333333,5.75,5.666666666666667,0.08333333333333333,0
Associated Press,K-Pop star Rose joins first lady Jill Biden to talk mental health,kpop star rose join first ladi jill biden talk mental health,12,1.0,0.0,4.5,4.545454545454546,0.0,0
Associated Press,"The flu is soaring in seven US states and rising in others, health officials say",flu soar seven u state rise other health offici say,15,1.0,0.06666666666666667,4.4,4.2,0.06666666666666667,0
Associated Press,Cambodia Is Doing Mass Evictions Of Families Living At Angkor Wat,cambodia mass evict famili live angkor wat,11,1.0,0.0,5.0,5.142857142857143,0.0,0
Associated Press,Sean 'Diddy' Combs Accused Of Years Of Rape And Abuse By Singer Cassie In Lawsuit,sean diddi comb accus year rape abus singer cassi lawsuit,15,1.0,0.0,4.466666666666667,4.8,0.0,0
Associated Press,Las Vegas Grand Prix expected to smash Formula One betting records,la vega grand prix expect smash formula one bet record,11,1.0,0.09090909090909091,5.090909090909091,4.5,0.0,0
Associated Press,"Corporate, global leaders peer into a future expected to be reshaped by AI, for better or worse",corpor global leader peer futur expect reshap ai better wors,17,1.0,0.0,4.647058823529412,5.1,0.058823529411764705,0
Associated Press,Massachusetts lawmakers fail to approve $250M in emergency shelter aid,massachusett lawmak fail approv emerg shelter aid,10,1.0,0.0,6.1,6.142857142857143,0.1,0
Associated Press,Tenn. teacher charged in paddling elementary student...,tenn teacher charg paddl elementari student,7,1.0,0.0,7.0,6.333333333333333,0.0,0
Associated Press,Ohio commission approves fracking in state parks and wildlife areas,ohio commiss approv frack state park wildlif area,10,1.0,0.0,5.8,5.25,0.0,0
Associated Press,"Xi-Biden meeting seen as putting rocky relations back on course, though main differences remain",xibiden meet seen put rocki relat back cours though main differ remain,14,1.0,0.0,5.857142857142857,4.916666666666667,0.0,0
Associated Press,Thousands of STARBUCKS workers to go on one-day strike...,thousand starbuck worker go oneday strike,9,1.0,0.0,5.444444444444445,6.0,0.1111111111111111,0
Associated Press,"Justin Torres, Ned Blackhawk, Craig Santos Perez, Dan Santat Win 2023 National Book Awards",justin torr ned blackhawk craig santo perez dan santat win nation book award,14,1.0,0.0,5.5,4.923076923076923,0.0,0
Associated Press,"More pandas will be coming to the US, China's president signals",panda come u china presid signal,11,1.0,0.0,4.818181818181818,4.5,0.09090909090909091,0
Associated Press,Protest outside DNC headquarters in Washington turns violent...,protest outsid dnc headquart washington turn violent,8,1.0,0.0,7.0,6.571428571428571,0.125,0
Associated Press,Warriors' Draymond Green suspended 5 games for grabbing Rudy Gobert; 3 players fined,warrior draymond green suspend game grab rudi gobert player fine,13,1.0,0.0,5.538461538461538,5.5,0.0,0
Associated Press,Biden and Xi agree to restore some military-to-military communications between the US and China,biden xi agre restor militarytomilitari commun u china,14,1.0,0.0,5.857142857142857,5.875,0.07142857142857142,0
Associated Press,Disney To DeSantis: We Add $40 Billion To Florida’s Economy,disney desanti add billion florida economi,10,1.0,0.0,5.0,6.166666666666667,0.0,0
Buzzfeed,60 Gifts You Basically Can’t Go Wrong With,gift basic cant go wrong,8,1.0,0.125,4.375,4.0,0.0,1
Buzzfeed,"""Sprinkle A Little Pepper Under His Nose Right Before He Climaxes"" — 17 Pieces Of Sex Advice That Make Me Regret Learning To Read",sprinkl littl pepper nose right climax piec sex advic make regret learn read,24,1.0,0.041666666666666664,4.416666666666667,4.923076923076923,0.041666666666666664,1
Buzzfeed,The Absolute Funniest Reactions To George Santos Being Expelled From Congress,absolut funniest reaction georg santo expel congress,11,1.0,0.0,6.090909090909091,6.571428571428571,0.0,1
Buzzfeed,"Three Random Cities, Boygenius, Or Troye Sivan: Here Are The Funniest Gay Tweets About Spotify Wrapped",three random citi boygeniu troy sivan funniest gay tweet spotifi wrap,16,1.0,0.0,5.4375,5.363636363636363,0.0,1
Buzzfeed,41 Futuristic Gifts That’ll Make Them Feel Like They're Living In 3023,futurist gift thatll make feel like theyr live,12,1.0,0.25,4.916666666666667,4.875,0.0,1
Buzzfeed,39 Cleaning Products If You’re Determined To Expend As Little Effort As Possible,clean product your determin expend littl effort possibl,13,1.0,0.0,5.230769230769231,6.0,0.0,1
Buzzfeed,35 Home Office Items Reviewers Literally Called “Lifesavers”,home offic item review liter call lifesav,8,1.0,0.125,6.625,5.0,0.0,1
Buzzfeed,32 Products For Anyone Who Likes To Spend Friday Night Inside (And Preferably Alone),product anyon like spend friday night insid prefer alon,14,1.0,0.0,5.071428571428571,5.222222222222222,0.0,1
Buzzfeed,34 Cozy Home Products That Will Make You Want To Burrow In And Never Ever Leave,cozi home product make want burrow never ever leav,16,1.0,0.1875,4.0,4.666666666666667,0.0,1
Buzzfeed,32 Quirky Stocking Stuffers For The Even Quirkier People In Your Life,quirki stock stuffer even quirkier peopl life,12,1.0,0.08333333333333333,4.833333333333333,5.571428571428571,0.0,1
Buzzfeed,"If Traveling Brings Out The Miserable Squidward In You, You Might Need These 38 Products",travel bring miser squidward might need product,15,1.0,0.0,4.933333333333334,5.857142857142857,0.0,1
Buzzfeed,"56 Things People Posted On The Internet This Month That I Laughed At Really, Really, Really, Really, Really, Really, Really Hard",thing peopl post internet month laugh realli realli realli realli realli realli realli hard,21,0.5714285714285714,0.42857142857142855,5.142857142857143,5.571428571428571,0.047619047619047616,1
Buzzfeed,31 Products So Great Parents Have Basically Written Them Love Letters,product great parent basic written love letter,11,1.0,0.0,5.363636363636363,5.714285714285714,0.0,1
Buzzfeed,"32 Splurge-Worthy Gifts So Amazing, You May Not Be Able To Wait Until Christmas To Give Them",splurgeworthi gift amaz may abl wait christma give,17,1.0,0.058823529411764705,4.470588235294118,5.375,0.0,1
Buzzfeed,"If You Get Deep Satisfaction From Organizing Your Home, You Need These 38 Products",get deep satisfact organ home need product,14,1.0,0.14285714285714285,4.928571428571429,5.142857142857143,0.0,1
Buzzfeed,"30 Beauty Products So Easy To Use, They’ll Help You Actually Achieve A 5-Minute Morning Routine",beauti product easi use theyll help actual achiev minut morn routin,16,1.0,0.0,5.0,5.181818181818182,0.0625,1
Buzzfeed,"34 Personalized Gifts That’ll Make Them Think, “Wow, They Get Me”",person gift thatll make think wow get,11,1.0,0.36363636363636365,5.0,4.428571428571429,0.0,1
Buzzfeed,53 Products With Before And Afters That Will Make You Want To Track Delivery,product after make want track deliveri,14,1.0,0.14285714285714285,4.5,5.5,0.0,1
Buzzfeed,Give The Perfect Secret Santa Gift With These 46 Budget-Friendly Finds,give perfect secret santa gift budgetfriendli find,11,1.0,0.18181818181818182,5.454545454545454,6.285714285714286,0.0,1
Buzzfeed,Get Your Nostalgic Fix With These 29 Oh-So-Retro Finds,get nostalg fix ohsoretro find,9,1.0,0.1111111111111111,5.111111111111111,5.2,0.0,1
Buzzfeed,63 Travel Products That'll Make You Feel As Prepared As A Flight Attendant,travel product thatll make feel prepar flight attend,13,1.0,0.15384615384615385,4.769230769230769,5.625,0.07692307692307693,1
Buzzfeed,32 Gifts For Kids That'll Win You Favorite Aunt/Uncle Status,gift kid thatll win favorit auntuncl statu,10,1.0,0.2,5.1,5.142857142857143,0.0,1
Buzzfeed,37 Products With Some Real Snuggle Up Vibes,product real snuggl vibe,8,1.0,0.0,4.5,5.25,0.0,1
Buzzfeed,"49 Purchases That Basically Say ""Yes, I Am An Adult Living In An Adult Place""",purchas basic say ye adult live adult place,15,0.875,0.06666666666666667,4.2,4.5,0.06666666666666667,1
Buzzfeed,Just 31 Pieces Of Decor To Add Some Character To Your Living Space,piec decor add charact live space,13,1.0,0.0,4.153846153846154,4.666666666666667,0.0,1
Buzzfeed,35 Gifts That Even Incredibly Picky People Will Actually Love,gift even incred picki peopl actual love,10,1.0,0.3,5.2,4.857142857142857,0.0,1
Buzzfeed,11 Most Out-Of-Touch Celeb Moments Of 2023,outoftouch celeb moment,7,1.0,0.0,5.142857142857143,7.0,0.0,1
Buzzfeed,Just 26 Aesthetically Pleasing Pet Products Reviewers Really Love,aesthet pleas pet product review realli love,9,1.0,0.1111111111111111,6.333333333333333,5.428571428571429,0.0,1
Buzzfeed,37 Gifts For Anyone With An Affinity For The Finer Things In Life,gift anyon affin finer thing life,13,1.0,0.15384615384615385,4.076923076923077,4.666666666666667,0.0,1
Buzzfeed,"The Phantom Babysitter, The Curse Of The Tuberculosis House, And 22 Other Creepy Experiences People Will Never, Ever Forget",phantom babysitt curs tuberculosi hous creepi experi peopl never ever forget,19,1.0,0.05263157894736842,5.526315789473684,6.0,0.0,1
Buzzfeed,"First Responders Are Revealing The Wildest Cases They've Had At Work, And I Have No Words",first respond reveal wildest case theyv work word,16,1.0,0.0625,4.625,5.25,0.0625,1
Buzzfeed,"29 ""Boomer Complaints"" About Society That The Gen Z'er Writing This Unequivocally Agrees With",boomer complaint societi gen zer write unequivoc agre,14,1.0,0.0,5.714285714285714,5.75,0.0,1
Buzzfeed,"If You Want To Be The Best Gift-Giver In Your Friend Group, These 57 Ideas Are A Good Place To Start",want best giftgiv friend group idea good place start,21,1.0,0.09523809523809523,3.8095238095238093,4.888888888888889,0.047619047619047616,1
Buzzfeed,"If You Want To Feel Like A Genius Today, Buy One Of These 43 High-Impact Products",want feel like geniu today buy one highimpact product,16,1.0,0.125,4.125,5.0,0.0625,1
Buzzfeed,"70 Of The Best Gifts Under $10 To Give This Year, Before They Go Flying Off The Shelves",best gift give year go fli shelf,18,1.0,0.05555555555555555,3.888888888888889,3.7142857142857144,0.0,1
Buzzfeed,It's Time To Annihilate The Stains That’ve Been Haunting You With These 42 Clever Cleaning Products,time annihil stain thatv haunt clever clean product,16,1.0,0.0,5.25,5.5,0.0,1
Buzzfeed,33 Stocking Stuffers Your Kid Will Be Totally Obsessed With,stock stuffer kid total obsess,10,1.0,0.0,5.0,5.2,0.0,1
Buzzfeed,"13 Times Interviewers Roasted, Called Out, Or Shamed Rude Celebs",time interview roast call shame rude celeb,10,1.0,0.0,5.5,5.142857142857143,0.0,1
Buzzfeed,39 Travel Products That Will Only Make Your Next Getaway Better,travel product make next getaway better,11,1.0,0.09090909090909091,4.818181818181818,5.666666666666667,0.0,1
Buzzfeed,32 Practical Things For Your Home You’ll Feel So Clever For Discovering,practic thing home youll feel clever discov,12,1.0,0.25,5.0,5.285714285714286,0.0,1
Buzzfeed,31 Brilliant Products That Will Win Your Heart Instantly,brilliant product win heart instantli,9,1.0,0.0,5.333333333333333,6.6,0.0,1
Buzzfeed,We Talked To Angelo Marasigan About Being Nominated For TikTok Creator Of The Year,talk angelo marasigan nomin tiktok creator year,14,1.0,0.0,4.928571428571429,5.857142857142857,0.0,1
Buzzfeed,35 Hair Products To Help You Get A Straight-From-The-Salon Look,hair product help get straightfromthesalon look,10,1.0,0.1,5.4,7.0,0.1,1
Buzzfeed,51 Gifts Any College Student Will Be Thrilled To Receive,gift colleg student thrill receiv,10,1.0,0.1,4.7,5.8,0.0,1
Buzzfeed,35 Disney Gifts That’ll Add Some Serious Magic To Your Kid’s Holiday Season,disney gift thatll add seriou magic kid holiday season,13,1.0,0.23076923076923078,4.846153846153846,5.111111111111111,0.0,1
Buzzfeed,38 TikTok Products So Good It’ll Feel Like They Were Made Specifically For You,tiktok product good itll feel like made specif,14,1.0,0.0,4.642857142857143,4.875,0.0,1
Buzzfeed,55 Unexpected Gifts That'll Put Santa To Shame,unexpect gift thatll put santa shame,8,1.0,0.25,4.875,5.166666666666667,0.0,1
Buzzfeed,"If You’re Into Body Horror, You’ll Prob Wanna Take A Look At The Before And After Pics For These Products",your bodi horror youll prob wan na take look pic product,20,1.0,0.05,4.3,4.181818181818182,0.05,1
Buzzfeed,"""Pretty Cheap And Very Fun"": 21 Parents Shared Frugal Ways They ""Treat"" Their Kids Without Breaking The Bank",pretti cheap fun parent share frugal way treat kid without break bank,18,1.0,0.0,5.055555555555555,4.833333333333333,0.0,1
Buzzfeed,32 Products That Are Living Proof You Can Do A Whole Lot With A Tiny Space,product live proof whole lot tini space,16,1.0,0.0,3.6875,4.714285714285714,0.125,1
Buzzfeed,35 Gifts For Book Lovers That Aren’t Books,gift book lover arent book,8,0.8,0.125,4.375,4.4,0.0,1
Buzzfeed,"Here Are 37 Cleaning Products That Work Hard So You Don't Have To, Seriously",clean product work hard dont serious,14,1.0,0.0,4.5,5.166666666666667,0.0,1
Buzzfeed,37 Practical Gifts Under $25 You’ll Want For Everyone On Your List,practic gift youll want everyon list,12,1.0,0.25,4.583333333333333,5.166666666666667,0.0,1
Buzzfeed,Just 47 Pieces Of Holiday Decor To Make Your Home More Festive Inside And Out,piec holiday decor make home festiv insid,15,1.0,0.13333333333333333,4.2,5.0,0.0,1
Buzzfeed,35 Little Indulgences For Under $10,littl indulg,6,1.0,0.0,5.0,5.5,0.0,1
Buzzfeed,People Admitted The Beyond Horrible Things That Happened To Them During Sex,peopl admit beyond horribl thing happen sex,12,1.0,0.16666666666666666,5.333333333333333,5.285714285714286,0.0,1
Buzzfeed,40 Items Under $50 That’ll Get You A Gold Medal In Gift Giving,item thatll get gold medal gift give,13,1.0,0.23076923076923078,3.8461538461538463,4.285714285714286,0.07692307692307693,1
Buzzfeed,"""This World Will Easily Steal Your Life If You Let It"": Women Are Sharing The Most Surprising Life Lessons They Learned As They Got Older",world easili steal life let woman share surpris life lesson learn got older,25,0.9230769230769231,0.0,4.52,4.846153846153846,0.0,1
Buzzfeed,"Spotify Told A Ton Of People They Belong In Burlington, Cambridge, Or Berkeley, And Now Everyone's Joking About The Three",spotifi told ton peopl belong burlington cambridg berkeley everyon joke three,20,1.0,0.05,5.1,6.090909090909091,0.05,1
Buzzfeed,Spotify Wrapped Just Dropped And The Internet Is Once Again Not Being Calm About It,spotifi wrap drop internet calm,15,1.0,0.0,4.6,5.4,0.0,1
Buzzfeed,"36 Truly Wild Stories About *That One Coworker*, Because Everyone Has One",truli wild stori one cowork everyon one,12,0.8571428571428571,0.16666666666666666,5.166666666666667,4.714285714285714,0.0,1
Buzzfeed,38 Products For Anyone Who Is Long Overdue For A Pampering Session,product anyon long overdu pamper session,12,1.0,0.0,4.583333333333333,5.833333333333333,0.08333333333333333,1
Buzzfeed,32 Crowd-Pleasing Gifts For The People Who Don’t Even Know What They Want,crowdpleas gift peopl dont even know want,13,1.0,0.23076923076923078,4.6923076923076925,5.0,0.0,1
Buzzfeed,Jaw-Dropping Results *And* TikTok Fame – These 34 Products Have All The Major Selling Points,jawdrop result tiktok fame product major sell point,15,1.0,0.06666666666666667,5.2,5.5,0.0,1
Buzzfeed,Anyone Who Has A Kid Under The Age Of 2 Should Consider Adding Some Of These 43 Products To Their Cart,anyon kid age consid ad product cart,21,1.0,0.0,3.9047619047619047,4.285714285714286,0.047619047619047616,1
Buzzfeed,39 Simple Beauty Products That’ll Have A Huge Impact,simpl beauti product thatll huge impact,9,1.0,0.1111111111111111,4.888888888888889,5.666666666666667,0.1111111111111111,1
